S17R03;A16R30;8;5;2017;Черное море;ЮБК;Алушта-Рыбачье;;;;;ММРТ;Квант;;01.06.2017 0:00;Мороженая: хорошее;55-125;100-105;95,05555556;45;258,377;5,741711111;21,8;1,602534517;2,6;13;13;4;45;4;45;Прилов из улова шпрота, по индивидуальным пробам;Журнал Хамса 2017-2018 гг. ;Anchovy_data_2016_2017.xls; ; 
S18R03;A17R14;25;4;2018;Черное море;ЮБК;Судак;;;;;ММРТ;Квант;;14.05.2018 0:00;Мороженая;75-95;;;;;;;;;;0;0;0;0;5;Прилов из улова шпрота, CatchID=S18R03. 5 сеголетков хамсы. Жирность не определяли;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
