A17R11;A17R11;16;1;2018;Черное море;СБК;неизвестно;;;;;СРТМ-К;" ""Виноградное""";;23.05.2018 0:00;Мороженая;90-130;105-110;106,6037736;106;958,635;9,043726415;34,1;;13,6;8;8;0;55;;55;;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
A17R12;A17R12;20;1;2018;Черное море;СБК;неизвестно;;;;;СРТМ-К;" ""Виноградное""";;24.05.2018 0:00;Мороженая;90-135;105-110;108,5;100;916,01;9,1601;32,7;;12,3;9;9;0;63;;63;;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
A17R13;A17R13;29;11;2017;Черное море;СБК;неизвестно;;;;;СРТМ-К;" ""Виноградное""";;24.05.2018 0:00;Мороженая;85-125;95-100;101,875;112;935,42;8,351964286;37,3;;16,4;8;8;0;70;;70;;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls;; 
