A16R19;A16R19-189;189;77,5;75;80;3;10,05;3,35;;22,319;32,08;9,761;25,739;3,42;35,0373937096609;;14,4973551890175;;
A16R19;A16R19-190;190;82,5;80;85;1;4,42;4,42;;22,235;26,542;4,307;23,835;1,6;37,1488274901324;;16,3807541211981;;
A16R19;A16R19-191;191;87,5;85;90;9;47,5;5,27777777777778;;30,671;48,414;17,743;37,409;6,738;37,9755396494392;;17,1181813672998;;
A16R19;A16R19-192;192;92,5;90;95;25;161,6;6,464;;31,301;51,809;20,508;38,818;7,517;36,6539886873415;18,7;15,9393579091086;;
A16R19;A16R19-193;193;97,5;95;100;34;230,9;6,79117647058824;;30,89;47,921;17,031;36,629;5,739;33,6973753743174;13,7855579868708;13,3020588338911;;
A16R19;A16R19-194;194;102,5;100;105;29;227,6;7,84827586206897;;32,373;49,452;17,079;38,174;5,801;33,9656888576615;15,3081510934394;13,541394461034;;
A16R19;A16R19-195;195;107,5;105;110;23;200,5;8,71739130434783;;30,756;45,523;14,767;35,733;4,977;33,7035281370623;;13,3075470982596;;
A16R19;A16R19-196;196;112,5;110;115;6;53;8,83333333333333;;31,588;49,238;17,65;37,039;5,451;30,8838526912181;;10,7923966005666;;
