A17R07;A17R07;7;1;2018;Черное море;СБК;Новороссийск;;;;10,4;ММРТ;"Квант";;17.01.2018 0:00:00;Мороженая: хорошее;60 - 130;95 - 100;95;214;1678,17;7,84191588785047;33,7657692198324;14,9588930118671;13,3630661440905;14;14;3;96;4;96;;Журнал Хамса 2017-2018 гг. ;Anchovy_data_2017_2018.xls; ;
A17R09;A17R09;3;2;2018;Черное море;СБК;Сочи;44.43.5;39.30.5;;;СРТМ-К;"Конструктор Байбаков";17049;21.02.2018 0:00:00;Мороженая: хорошее;70 - 130;100 - 105;101,590909090909;228;1830,85;8,03004385964912;30,8504173704847;13,672614773112;10,6860210423609;11;11;3;82;3;82;;Журнал Хамса 2017-2018 гг. ;Anchovy_data_2017_2018.xls; ;
A17R10;A17R10;24;11;2017;Черное море;СБК;неизвестно;;;;;СРТМ-К; "Виноградное";;23.05.2018 0:00:00;Мороженая;80 - 125;100 - 105;102,5;102;978,68;9,59490196078431;38,2830640182028;0;17,2936439121823;9;9;0;62;0;62;;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
A17R11;A17R11;16;1;2018;Черное море;СБК;неизвестно;;;;;СРТМ-К; "Виноградное";;23.05.2018 0:00:00;Мороженая;90 - 130;110 - 115;110;106;958,635;9,04372641509434;33,5741443629058;0;13,1074143386233;8;8;0;55;0;55;;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
A17R12;A17R12;20;1;2018;Черное море;СБК;неизвестно;;;;;СРТМ-К; "Виноградное";;24.05.2018 0:00:00;Мороженая;90 - 135;110 - 115;112,5;100;916,01;9,1601;32,7918290301137;0;12,4119360077711;9;9;0;63;0;63;;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
A17R08;A17R08;29;1;2018;Черное море;СБК;Геленджик;44°33?5 " с, ш,;37°57?4 " в, д,;;9,9;СРТМ-К;"Конструктор Байбаков";17272;20.02.2018 0:00:00;Мороженая: хорошее;70 - 125;95 - 105;99;249;1987,717;7,98279919678715;32,8970646195492;15,2662523008435;12,5054904467793;10;10;3;73;3;73;;Журнал Хамса 2017-2018 гг. ;Anchovy_data_2017_2018.xls; ;
A17R13;A17R13;29;11;2017;Черное море;СБК;неизвестно;;;;;СРТМ-К; "Виноградное";;24.05.2018 0:00:00;Мороженая;85-125;;;112;935,42;8,35196428571429;37,3;;16,4;8;8;0;70;;70;;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
S17R03;A16R30;8;5;2017;Черное море;ЮБК;Алушта-Рыбачье;;;;;ММРТ;"Квант";;01.06.2017 0:00:00;Мороженая: хорошее;55-125;100-105;95,0555555555556;45;258,377;5,74171111111111;21,8;1,60253451658032;2,6;13;13;4;45;4;45;Прилов из улова шпрота, по индивидуальным пробам;Журнал Хамса 2017-2018 гг. ;Anchovy_data_2016_2017.xls; ;
S18R03;A17R14;25;4;2018;Черное море;ЮБК;Судак;;;;;ММРТ;"Квант";;14.05.2018 0:00:00;Мороженая;75-95;;;;;;;;;;0;0;0;0;5;Прилов из улова шпрота, CatchID=S18R03. 5 сеголетков хамсы. Жирность не определяли;Журнал Хамса 2017- гг. ;Anchovy_data_2017_2018.xls; ;
A16R01;A16R01;3;10;2016;Азовское море;АМ;п. Новоотрадное;  °  ?  "  , ш,;  °  ?  "  , д,;;18;ставник;;;19.10.2016 0:00:00;Мороженая;55 - 130;90 - 95;89,8076923076923;82;585,22;7,13682926829268;32,6379840985371;12,46;12,3635278280653;13;13;2;0;0;0;В прилове сельдь, тюлька;Журнал Хамса 2015-2016-2017 гг. ;Anchovy_data_2016_2017.xls; ;
